,act,char,title
111,Cicily Daniels,Dancer,American Gangster
112,Andrea Edmead,Dancer,American Gangster
113,Ortos J. Gutierrez,Dancer,American Gangster
114,Celestine Rae,Dancer,American Gangster
115,Luam Keflezgy,Dancer,American Gangster
116,Monique Gall,Dancer,American Gangster
117,Flavia Tamara Livolsi,Dancer,American Gangster
118,Tamara Marrow,Dancer,American Gangster
119,Shannon MacMillan,Dancer,American Gangster
120,Jonathan Medero,Dancer,American Gangster
121,Marielys Molina,Dancer,American Gangster
122,Kesha Nichols,Dancer,American Gangster
123,Nefertiti Robinson,Dancer,American Gangster
124,Krista Saab,Dancer,American Gangster
125,Luis Salgado,Dancer,American Gangster
126,Carlos Sierra Lopez,Dancer,American Gangster
127,Latonya Tolbert,Dancer,American Gangster
128,Sandra Park,Singer,American Gangster
129,Yuri Kamino-Fennell,Singer,American Gangster
130,Brian Albanese,Spectator,American Gangster
131,Mauricio Alexander,Cop in Squad Room,American Gangster
132,Brian Keith Allen,Narc Squad Detective,American Gangster
133,Tony Terrell Alston,Army Soldier,American Gangster
134,Andrea Barnett,Woman at the Club,American Gangster
135,Fred Benjamin,Wilt Chamberlain,American Gangster
136,Ephraim Benton,Thug #4,American Gangster
137,Aj Billions,Spectator,American Gangster
138,Lloyd Booker,Neighborhood Man,American Gangster
139,Taylor Brandon,Pvt First Class Ward,American Gangster
140,Myo Campbell,Red Carpet Walker,American Gangster
141,Dj Nino Carta,Bartender,American Gangster
142,Kal Cauthen,Restaurant Ambassador,American Gangster
143,John Cenatiempo,Cop #1,American Gangster
144,Daniel R. Cooper,Checker Player,American Gangster
145,J.W. Cortes,Narc Officer in Hallway,American Gangster
146,Tom Coughlin,Student taking bar exam,American Gangster
147,Dono Cunningham,Soldier,American Gangster
148,Cris D'Annunzio,Frank McNamara,American Gangster
149,Ernest Dancy,Hustler,American Gangster
150,Makeia Davis,Nicky Barnes Bodyguard,American Gangster
151,Michael Den Dekker,Undercover Cop,American Gangster
152,Mark DiConzo,Soldier,American Gangster
153,Monique Dupree,Club Dancer,American Gangster
154,Brian Edwards,Housing Resident,American Gangster
155,Sharlene Falls,Club Dancer,American Gangster
156,Mark Falvo,Cop in Squad Car,American Gangster
157,Joseph Ferrante,Gangster at Funeral,American Gangster
158,Wanda Ferreiras,Bridesmaid,American Gangster
159,Eddie Goines,Hallway Guy,American Gangster
160,Jeremy Good,Soldier,American Gangster
161,Anthony L. Gurino,Soldier,American Gangster
162,Kelvin Hale,Drug Room Door Security,American Gangster
163,Johnathan Hallgrey,1971 Penthouse Party Guest,American Gangster
164,Gabriel Hansen,Mechanic Drug Dealer,American Gangster
165,Jermel Howard,Kid Gangster #1,American Gangster
166,Hristo Hristov,Bookie,American Gangster
167,Hristo Hristov,Soldier,American Gangster
168,Brevard Hudson,Lucas - Drug Enforcer,American Gangster
169,Joe James,Nicky Barnes Right Hand Man,American Gangster
170,Mark A. Keeton,Rock Star - Ali-Frazier Match,American Gangster
171,Khafre King,Pedestrian,American Gangster
172,Atif Lanier,Frank Lucas Bodyguard,American Gangster
173,Nikolett Lemmon,Elevator Mom with Kids,American Gangster
174,Tina Lorraine,Harlem Junkie,American Gangster
175,Shawn Luckey,Nicky Barnes' Guy,American Gangster
176,Racheline Maltese,Dying Junkie,American Gangster
177,Nick Mastromarco,Bystander,American Gangster
178,Frances Mignano,Marie Saldano,American Gangster
179,Ismaelpeter Casillas Nelson,Baseball Player,American Gangster
180,Walter Wiz Nichols,Bartender,American Gangster
181,Robert Nicotra,Gangster,American Gangster
182,Richard Nixon,Himself,American Gangster
183,Daniel Nugent,Newark Detective,American Gangster
184,Richard O'Brien,Muhammad Ali Trainer,American Gangster
185,Jerrod Paige,Muhammad Ali,American Gangster
186,Michelle Joan Papillion,Smalls Patron,American Gangster
187,Artie Pasquale,Mobster,American Gangster
188,Tasha Perri,Factory Worker,American Gangster
189,Kevin Pinassi,Building Maintenance Guy,American Gangster
190,Anthony Pittman,Drug Addict,American Gangster
191,Nick Poltoranin,Mobster,American Gangster
192,Bartolo Raffaele,Gangster,American Gangster
193,Paula Rittie,Maid of Honor,American Gangster
194,Enrique Sebastian Rivas,Narc Detective,American Gangster
195,Germir Robinson,Elevator Kid with Mom and Sister,American Gangster
196,Louis Rosario,Teenage Vandal,American Gangster
197,Niko Rusakov,Army Soldier,American Gangster
198,Vincent James Russo,Corrupt Undercover Detective,American Gangster
199,Billy Smith,Bookkeeper,American Gangster
200,Aija Terauda,Nicky's Girl,American Gangster
201,Karl Thwaites,Street Kid,American Gangster
202,Brigid Turner,Wilt Chamberlain's Girl,American Gangster
203,Brigid Turner,Waitress,American Gangster
204,Evelyn Vaccaro,Nicky's Girl,American Gangster
205,Kevin Van Doorslaer,Student,American Gangster
206,Tacuma Vanterpool,Junkie,American Gangster
207,Tammy Vaughn,Diana Ross,American Gangster
208,Philippe Vonlanthen,Skeet Shoot Handler,American Gangster
209,Julian Walker,Smalls Doorman,American Gangster
210,Adrain Washington,Detective Reynolds,American Gangster
211,Craig Weintraub,MSG Spectator,American Gangster
212,Clarence Williams III,Bumpy Johnson,American Gangster
213,Derrick Williams,Junkie,American Gangster
214,Brad Lee Wind,Trupo's Detective in Library,American Gangster
215,Ray Wineteer,Photographer,American Gangster
216,Dolores Winn,Funeral Mourner,American Gangster
0,Richard Dreyfuss,Curt,American Graffiti
1,Ron Howard,Steve,American Graffiti
2,Paul Le Mat,John,American Graffiti
3,Charles Martin Smith,Terry,American Graffiti
4,Cindy Williams,Laurie,American Graffiti
5,Candy Clark,Debbie,American Graffiti
6,Mackenzie Phillips,Carol,American Graffiti
7,Wolfman Jack,Disc Jockey,American Graffiti
8,Bo Hopkins,Joe,American Graffiti
9,Manuel Padilla Jr.,Carlos,American Graffiti
10,Beau Gentry,Ants,American Graffiti
11,Harrison Ford,Bob Falfa,American Graffiti
12,Jim Bohan,Holstein,American Graffiti
13,Jana Bellan,Budda,American Graffiti
14,Deby Celiz,Wendy,American Graffiti
15,Lynne Marie Stewart,Bobbie,American Graffiti
16,Terence McGovern,Mr. Wolfe,American Graffiti
17,Kathleen Quinlan,Peg,American Graffiti
18,Timothy F. Crowley,Eddie,American Graffiti
19,Scott Beach,Mr. Gordon,American Graffiti
20,John Brent,Car Salesman,American Graffiti
21,Gordon Analla,Bozo,American Graffiti
22,John Bracci,Station Attendant,American Graffiti
23,Jody Carlson,Girl in Studebaker,American Graffiti
24,Del Close,Man at Bar,American Graffiti
25,Chuck Dorsett,Man at Accident,American Graffiti
26,Stephen Knox,Kid at Accident,American Graffiti
27,Joe Miksak,Man at Liquor Store,American Graffiti
28,George Meyer,Bum at Liquor Store,American Graffiti
29,James Cranna,Thief,American Graffiti
30,Johnny Weissmuller Jr.,Badass #1,American Graffiti
31,William Niven,Clerk at Liquor Store,American Graffiti
32,Al Nalbandian,Hank,American Graffiti
33,Bob Pasaak,Dale,American Graffiti
34,Christopher Pray,Al,American Graffiti
35,Susan Richardson,Judy,American Graffiti
36,Fred Ross,Ferber,American Graffiti
37,Jan Dunn,Old Woman,American Graffiti
38,Charlie Murphy,Old Man,American Graffiti
39,Ed Greenberg,Kip,American Graffiti
40,Lisa Herman,Girl in Dodge,American Graffiti
41,Mark Anger,Mr. Kroot,American Graffiti
42,Kay Lenz,Jane,American Graffiti
43,Caprice Schmidt,Announcer at Dance,American Graffiti
44,Joe Spano,Vic,American Graffiti
45,Debralee Scott,Falfa's Girl,American Graffiti
46,Ron Vincent,Jeff,American Graffiti
47,Donna Wehr,Carhop,American Graffiti
48,Cam Whitman,Balloon Girl,American Graffiti
49,Jan Wilson,Girl at Dance,American Graffiti
50,Suzanne Somers,Blonde in T-Bird,American Graffiti
51,Warren Knight,Herby & the Heartbeats,American Graffiti
52,Sam McFadin,Herby & the Heartbeats,American Graffiti
53,Kris Moe,Herby & the Heartbeats,American Graffiti
54,Linn Phillips III,Herby & the Heartbeats,American Graffiti
55,George Robinson,Herby & the Heartbeats,American Graffiti
56,Linda Christensen,Girl,American Graffiti
57,Jeannette Dilger,Student,American Graffiti
58,Paul J. Donohue,Sleeping Police Officer,American Graffiti
59,Rick May,Boy In Car,American Graffiti
0,Edward Norton,Derek Vinyard,American History X
1,Edward Furlong,Danny Vinyard,American History X
2,Beverly D'Angelo,Doris Vinyard,American History X
3,Jennifer Lien,Davina Vinyard,American History X
4,Ethan Suplee,Seth Ryan,American History X
5,Fairuza Balk,Stacey,American History X
6,Avery Brooks,Dr. Bob Sweeney,American History X
7,Elliott Gould,Murray,American History X
8,Stacy Keach,Cameron Alexander,American History X
9,William Russ,Dennis Vinyard,American History X
10,Guy Torry,Lamont,American History X
11,Joe Cortese,Rasmussen,American History X
12,Jason Bose Smith,Little Henry,American History X
13,Antonio David Lyons,Lawrence,American History X
14,Alex Sol,Mitch McCormick,American History X
15,Keram Malicki-Sánchez,Chris,American History X
16,Giuseppe Andrews,Jason,American History X
17,Michelle Christine White,Lizzy,American History X
18,Jonathan Fowler Jr.,Jerome,American History X
19,Christopher Masterson,Daryl Dawson,American History X
20,Nicholas R. Oleson,Huge Aryan,American History X
21,Jordan Marder,Curtis,American History X
22,Paul Le Mat,McMahon,American History X
23,Thomas L. Bellissimo,Cop #2,American History X
24,Cherish Lee,Kammi,American History X
25,Sam Vlahos,Dr. Aguilar,American History X
26,Tara Blanchard,Ally Vinyard,American History X
27,Anne Lambton,Cassandra,American History X
28,Steve Wolford,Reporter,American History X
29,Richard Noyce,Desk Sergeant,American History X
30,Danso Gordon,Buddy #1,American History X
31,Jim Norton,Randy,American History X
32,David Basulto,Guard,American History X
33,Alexis Rose Coen,Young Ally Vinyard,American History X
34,Kiante Elam,Lawrence's Partner,American History X
35,Paul Hopkins,Student,American History X
36,Keith Odett,Random Skinhead,American History X
37,Paul E. Short,Stocky Buddy,American History X
38,Nigel Miguel,Basketball Player,American History X
39,Darrell Britt,White Supremicist,American History X
40,Robert 'Duckie' Carpenter,Skinhead,American History X
41,Sydney 'Big Dawg' Colston,Prison Gang Leader,American History X
42,Hans Cozzens,Police Officer #2,American History X
43,John Embry,Parking Lot Skinhead,American History X
44,Maximillian Kesmodel,Young Danny Vinyard,American History X
45,Barbie Marie,Student,American History X
46,Andre McCoy,Basketball Player,American History X
47,Allie Moss,Skinhead Girlfriend,American History X
48,Denney Pierce,Arresting Officer,American History X
49,Glendon Rich,Deputy Sheriff,American History X
50,Louis E. Rosas,Jail Inmate,American History X
51,Sam Sarpong,Jail Inmate,American History X
52,Mark Swanson,Skinhead in Store,American History X
53,Jeremy Sweet,Skinhead,American History X
54,Selwyn Ward,High School Student Leaving Bathroom,American History X
0,Christian Bale,Irving Rosenfeld,American Hustle
1,Bradley Cooper,Richie DiMaso,American Hustle
2,Amy Adams,Sydney Prosser,American Hustle
3,Jeremy Renner,Mayor Carmine Polito,American Hustle
4,Jennifer Lawrence,Rosalyn Rosenfeld,American Hustle
5,Louis C.K.,Stoddard Thorsen,American Hustle
6,Jack Huston,Pete Musane,American Hustle
7,Michael Peña,Paco Hernandez,American Hustle
8,Michael Peña,Sheik Abdullah,American Hustle
9,Shea Whigham,Carl Elway,American Hustle
10,Alessandro Nivola,Anthony Amado,American Hustle
11,Elisabeth Röhm,Dolly Polito,American Hustle
12,Paul Herman,Alfonse Simone,American Hustle
13,Saïd Taghmaoui,Irv's Sheik Plant,American Hustle
14,Matthew Russell,Dominic Polito,American Hustle
15,Thomas Matthews,Francis Polito,American Hustle
16,Adrian Martinez,Julius,American Hustle
17,Anthony Zerbe,Senator Horton Mitchell,American Hustle
18,Colleen Camp,Brenda,American Hustle
19,Steve Gagliastro,Agent Schmidt,American Hustle
20,Christopher Tarjan,Agent Stock,American Hustle
21,Zachariah Supka,Young Irv,American Hustle
22,Christy Scott Cashman,Cosmo Interview Girl,American Hustle
23,Simon Hamlin,Photographer,American Hustle
24,Martie Barylick,Helen,American Hustle
25,Dawn Olivieri,Cosmo Girl,American Hustle
26,Becki Dennis,Nanny,American Hustle
27,Jay Giannone,Suburban Businessman,American Hustle
28,Arthur Birnbaum,Queens Businessman,American Hustle
29,Rob DiNinni,Desperate Businessman,American Hustle
30,Michael Fennimore,Car Salesman,American Hustle
31,Jack Jones,Jazz Quartet Singer,American Hustle
32,Danny Corbo,Danny Rosenfeld,American Hustle
33,Sonny Corbo,Danny Rosenfeld,American Hustle
34,Bo Cleary,FBI Agent #1,American Hustle
35,Greg Maxwell,FBI Agent #2,American Hustle
36,Mickey O'Keefe,FBI Agent #3,American Hustle
37,Aaron Flanders,Elway's Friend,American Hustle
38,Erica McDermott,Carl Elway's Assistant,American Hustle
39,Alura Carbrey,Elizabeth Polito,American Hustle
40,Kayla Feeney,Lorna Polito,American Hustle
41,Shannon Halliday,Doreen Polito,American Hustle
42,Volieda Webb,Melora,American Hustle
43,Patsy Meck,Richie's Mother,American Hustle
44,Abby Lavin,Richie's Girlfriend,American Hustle
45,Damien Di Paola,Baron Owner,American Hustle
46,Paul Campbell,Baron's Patron,American Hustle
47,Jeff Avigian,Disco Dancer,American Hustle
48,Stacy Hock,Girl Outside Stall,American Hustle
49,Michael Trigg,Baron's Manager,American Hustle
50,Richard Heneks,Al Kalowski,American Hustle
51,Ted Zalewski,Carpenter,American Hustle
52,Elias Birnbaum,Carpenter Apprentice,American Hustle
53,Armen Garo,Dick Helsing,American Hustle
54,Sal DiMino,Lou Salvano,American Hustle
55,Gary Craig,Jerry Catone,American Hustle
56,Barry Primus,Tellegio's Consigliere,American Hustle
57,Sonny Gordon,Tellegio's Consigliere,American Hustle
58,Deva Mahal,Funk Band Singer,American Hustle
59,Dicky Eklund Jr.,Street Thug #1,American Hustle
60,Sean Eklund,Street Thug #2,American Hustle
61,Charley Broderick,Rep. John O'Connell,American Hustle
62,Richard Donelly,Rep. Sanders,American Hustle
63,Gary Zahakos,Congressman Keshoygan,American Hustle
64,Frank Geraci,Simone's Gang #1,American Hustle
65,Melson Alford,Simone's Gang #2,American Hustle
66,Melissa McMeekin,Simone's Gang #3,American Hustle
67,J.J. Wright,Divorce Lawyer,American Hustle
68,Bob Taraschi,Rep. Stelford,American Hustle
69,Giovanni Alabiso,Captain at Pool Party,American Hustle
70,Kilo Alexander,Vietnam Vet,American Hustle
71,Jacqueline Astbury,Airline Passenger,American Hustle
72,Stephanie Atkinson,Prosecutor Amato's Secretary,American Hustle
73,Kt Baldassaro,Casino Patron,American Hustle
74,Gregory Barbon,Senator,American Hustle
75,Marshall Berenson,FBI Special Agent,American Hustle
76,Gavin Maddox Bergman,Boy in Stroller,American Hustle
77,Steve Bertorelli,Pedestrian,American Hustle
78,Clinton Blackburn,Pool partygoer,American Hustle
79,David Boston,Restaurant Patron,American Hustle
80,D. Patrick Bowles,Restaurant Patron,American Hustle
81,Jim Boyd,Politician,American Hustle
82,Paul Bronk,NYPD Detail Cop,American Hustle
83,Joshua Brown,Nightclub Attendent,American Hustle
84,Rick Burtt,Arresting FBI Agent,American Hustle
85,Christopher Butler,Carmine Polito's Adopted Son,American Hustle
86,Chemi Che-Mponda,Pool Party Guest,American Hustle
87,Bruce Chester,FBI Agent,American Hustle
88,Ellen Collins,Party Girl,American Hustle
89,Guy Cooper,Politician,American Hustle
90,Monique Coppola,Casino Patron,American Hustle
91,Jeffrey Corazzini,Photographer,American Hustle
92,Christopher Coulouras,Bank Patron,American Hustle
93,Samantha Creed,Hipster,American Hustle
94,Tiffany Crosby,Well Wisher,American Hustle
95,Naysa Kaira DaSilva,Student,American Hustle
96,Robert De Niro,Victor Tellegio,American Hustle
97,Tess Degen,Reporter,American Hustle
98,Leslie Diana,Pool Party Girl,American Hustle
99,Bob Dio,Bar and Late Night Guest,American Hustle
100,Aaron Dorsey,Disco Patron,American Hustle
101,Timothy DuBois,Strip Club Contractor,American Hustle
102,Michele Egerton,Extra,American Hustle
103,Larry Eudene,Mayor's Friend,American Hustle
104,Brian Faherty,Stocky FBI Agent,American Hustle
105,Mark Falvo,Reporter,American Hustle
106,Meagan Lee Farrell,Pedestrian,American Hustle
107,Monica Farrington,Irving's Mom in 1948 Flashback,American Hustle
108,Andres Faucher,Don Hirxel,American Hustle
109,Charlie Flannery,Casino Patron,American Hustle
110,Jimmy Flynn,Punk on Street Corner,American Hustle
111,Steve Flynn,Art Patron,American Hustle
112,Jim Ford,Detractor,American Hustle
113,John Franchi,Art Patron,American Hustle
114,Vinny Fraumeni,Restaurant Patron,American Hustle
115,Ellis Gage,Rock Thrower,American Hustle
116,Susan Garibotto,Casino Patron,American Hustle
117,Amanda Gavin,Club Goer,American Hustle
118,Mickey Gilmore,1970's Cab Driver,American Hustle
119,Robert Glenn,Jerry,American Hustle
120,Elaine Victoria Grey,Guest Hotel Pierre,American Hustle
121,Barbara Guertin,Denise - Barron's Restaurant,American Hustle
122,London Hall,Casino Entourage,American Hustle
123,Moira Harvey,Pedestrian,American Hustle
124,Philip Dorn Hebert,Mayor's Councellor,American Hustle
125,Paul Held,Burt Reynolds,American Hustle
126,Jacqueline Honulik,Model,American Hustle
127,Mary Hronicek,Casino Gala Guest,American Hustle
128,Frankie Imbergamo,Waiter,American Hustle
129,Stacey Forbes Iwanicki,Disco Woman,American Hustle
130,Mike Jablon,Bar Patron,American Hustle
131,Charles Matumbi Jackson,Husband in Divorce Office,American Hustle
132,Paul Kaye,Hotel Patron,American Hustle
133,Koji Kemora,Casino Patron,American Hustle
134,Bobby Kenney,Dinner Guest,American Hustle
135,Jessica Kent,Smoking Teen,American Hustle
136,Lee Kerr,Strip Club Attender,American Hustle
137,Rhet Kidd,Man with Pit-bull,American Hustle
138,Jeffery Kincannon,Cabbie,American Hustle
139,Ren Knopf,Reporter,American Hustle
140,Jason L. Koerner,FBI Agent,American Hustle
141,Gwen Kosak,Museum Visitor,American Hustle
142,David Lacreta,Club attender,American Hustle
143,Kathy LaShay Berenson,Disco Patron,American Hustle
144,John Joseph Lindsey,Maintenance Man,American Hustle
145,Matthias Lupri,Disco Hipster,American Hustle
146,Paul Lussier,Tennis Player,American Hustle
147,Phyllis Lynn,Bar Patron,American Hustle
148,Gwen MacKay,Casino Guest,American Hustle
149,Michael Maggiani,"Mob Associate, Baron's Restaurant",American Hustle
150,Tom Mariano,FBI Agent,American Hustle
151,Rob Marin,Reporter,American Hustle
152,Karen Ann Martino,Secretary,American Hustle
153,Robert Masiello,Pedestrian,American Hustle
154,Kenn Medeiros,Dinner Guest,American Hustle
155,Brendan Meehan,Student,American Hustle
156,J. Michael Mendoza,Pedestrian,American Hustle
157,Christopher Mikael,Bar Patron,American Hustle
158,Michael Moore,Reporter,American Hustle
159,Karen Morris,Pedestrian,American Hustle
160,Aaron Moss,Well Wisher #1,American Hustle
161,Jason Mulcahy,Hustler,American Hustle
162,Ken Murray,Backroom VIP,American Hustle
163,Cristina María Méndez,Bar Patron,American Hustle
164,Eddie Napolillo,Congressman,American Hustle
165,David Sean O'Donnell,Casino Guest,American Hustle
166,Richard O'Rourke,Celebrating Politician,American Hustle
167,Peter Olejnik,Casino Patron,American Hustle
168,Joseph Oliveira,Bar Patron,American Hustle
169,Richard Pacheco,Man by the Doorway,American Hustle
170,Allen Phillips,Driver,American Hustle
